Tanggal,Target Vaksinasi,Vaksinasi 1,Vaksinasi 2,Persentase 1,Persentase 2
1 April 2022,10083716,12471725,10566312,1.23681835148868,1.04785894406387
2 April 2022,10083716,12477551,10573871,1.23739611468629,1.04860856850788
3 April 2022,10083716,12477551,10575192,1.23739611468629,1.04873957180071
4 April 2022,10083716,12477551,10575360,1.23739611468629,1.04875623232546
5 April 2022,10083716,12479420,10579605,1.23758146302415,1.0491772080848
6 April 2022,10083716,12483133,10585620,1.2379496804551,1.04977371437276
7 April 2022,10083716,12485396,10587174,1.23817410169029,1.0499278242267
8 April 2022,10083716,12487870,10591312,1.23841944775121,1.05033818881849
9 April 2022,10083716,12490485,10595138,1.23867877675254,1.05071761243573
10 April 2022,10083716,12491879,10610968,1.23881701944006,1.05228747021435
11 April 2022,10083716,12492745,10612471,1.23890290047836,1.052436522409
12 April 2022,10083716,12495283,10616241,1.23915459340584,1.052810392518
13 April 2022,10083716,12497174,10618138,1.23934212347908,1.05299851760998
14 April 2022,10083716,12501455,10622435,1.23976666935086,1.0534246501984
15 April 2022,10083716,12504766,10625626,1.24009502052616,1.05374110099888
16 April 2022,10083716,12505670,10629070,1.24018467001649,1.05408264175627
17 April 2022,10083716,12507574,10632453,1.240373489297,1.05441813315647
18 April 2022,10083716,12508810,10634133,1.24049606315767,1.05458473840398
19 April 2022,10083716,12510997,10638988,1.2407129474888,1.05506620773532
20 April 2022,10083716,12514080,10642076,1.24101868795194,1.05537244404741
21 April 2022,10083716,12516560,10645925,1.2412646290316,1.05575414856983
22 April 2022,10083716,12517663,10651081,1.24137401331017,1.05626546800802
23 April 2022,10083716,12520019,10652638,1.24160765733585,1.05641987537134
24 April 2022,10083716,12521909,10653678,1.2417950882393,1.05652301195313
25 April 2022,10083716,12523437,10654060,1.2419466196787,1.05656089481298
26 April 2022,10083716,12525190,10657477,1.24212046432089,1.05689975798604
27 April 2022,10083716,12526283,10662997,1.24222885690156,1.05744717522786
28 April 2022,10083716,12526283,10667934,1.24222885690156,1.057936776482
29 April 2022,10083716,12526283,10671040,1.24222885690156,1.05824479785032
30 April 2022,10083716,12526283,10671040,1.24222885690156,1.05824479785032
1 May 2022,10083716,12526283,10671040,1.24222885690156,1.05824479785032
2 May 2022,10083716,12526283,10673596,1.24222885690156,1.05849827583403
3 May 2022,10083716,12526283,10674024,1.24222885690156,1.05854072050423
4 May 2022,10083716,12526283,10674821,1.24222885690156,1.058619758827
5 May 2022,10083716,12526283,10674904,1.24222885690156,1.05862798991959
6 May 2022,10083716,12526283,10674999,1.24222885690156,1.05863741104966
7 May 2022,10083716,12526283,10675119,1.24222885690156,1.05864931142448
8 May 2022,10083716,12526283,10675206,1.24222885690156,1.05865793919623
9 May 2022,10083716,12526283,10675298,1.24222885690156,1.05866706281692
10 May 2022,10083716,12526283,10677613,1.24222885690156,1.0588966408812
11 May 2022,10083716,12526283,10679346,1.24222885690156,1.05906850212759
12 May 2022,10083716,12526283,10681383,1.24222885690156,1.05927051099019
13 May 2022,10083716,12526283,10683125,1.24222885690156,1.0594432647647
14 May 2022,10083716,12526283,10684982,1.24222885690156,1.05962742306507
15 May 2022,10083716,12526283,10686438,1.24222885690156,1.05977181427958
16 May 2022,10083716,12526283,10686542,1.24222885690156,1.05978212793776
17 May 2022,10083716,12526283,10687184,1.24222885690156,1.05984579494305
18 May 2022,10083716,12526283,10688204,1.24222885690156,1.05994694812904
19 May 2022,10083716,12526283,10689636,1.24222885690156,1.06008895926859
20 May 2022,10083716,12526283,10692562,1.24222885690156,1.06037913007467
21 May 2022,10083716,12526283,10694637,1.24222885690156,1.0605849073893
22 May 2022,10083716,12526283,10695233,1.24222885690156,1.06064401258425
23 May 2022,10083716,12526283,10695488,1.24222885690156,1.06066930088075
24 May 2022,10083716,12526283,10696619,1.24222885690156,1.06078146191345
25 May 2022,10083716,12526283,10697852,1.24222885690156,1.06090373826474
26 May 2022,10083716,12527221,10699086,1.24232187816476,1.06102611378583
27 May 2022,10083716,12527265,10699547,1.24232624163552,1.06107183105911
28 May 2022,10083716,12528561,10700769,1.2424547656836,1.06119301654271
29 May 2022,10083716,12528785,10701090,1.2424769797166,1.06122485004536
30 May 2022,10083716,12528963,10701237,1.24249463193926,1.06123942800452
31 May 2022,10083716,12530296,10702315,1.24262682526957,1.06134633303834
1 June 2022,10083716,12531551,10703334,1.24275128335625,1.06144738705453
2 June 2022,10083716,12531912,10703656,1.24278708365051,1.06147931972697
3 June 2022,10083716,12532961,10704700,1.24289111276042,1.06158285298793
4 June 2022,10083716,12534101,10705734,1.24300416632123,1.06168539455098
5 June 2022,10083716,12534453,10706197,1.24303907408737,1.06173131016383
6 June 2022,10083716,12534563,10706424,1.24304998276429,1.0617538217062
7 June 2022,10083716,12536854,10707398,1.2432771807536,1.06185041308184
8 June 2022,10083716,12537878,10708449,1.24337873061875,1.06195464053133
9 June 2022,10083716,12539065,10709540,1.2434964451597,1.06206283477242
10 June 2022,10083716,12539963,10710236,1.24358549963129,1.06213185694639
11 June 2022,10083716,12541116,10711169,1.24369984239937,1.06222438236063
12 June 2022,10083716,12541426,10711409,1.24373058503433,1.06224818311027
13 June 2022,10083716,12541687,10711602,1.24375646834956,1.06226732287978
14 June 2022,10083716,12542553,10712873,1.24384234938786,1.0623933676831
15 June 2022,10083716,12543537,10713985,1.24393993246141,1.06250364448979
16 June 2022,10083716,12544590,10714988,1.24404435825047,1.06260311178934
17 June 2022,10083716,12545670,10716067,1.24415146162387,1.06271011599295
18 June 2022,10083716,12546804,10717232,1.24426392016594,1.06282564879852
19 June 2022,10083716,12547240,10717655,1.24430715819446,1.06286759761977
20 June 2022,10083716,12547544,10717964,1.24433730581068,1.06289824108493
21 June 2022,10083716,12548787,10719317,1.24446057385987,1.06303241781105
22 June 2022,10083716,12550032,10720116,1.24458404024865,1.06311165447341
23 June 2022,10083716,12550833,10722460,1.24466347525059,1.0633441084616
24 June 2022,10083716,12551893,10724043,1.24476859522819,1.06350109423947
25 June 2022,10083716,12553010,10724810,1.24487936788382,1.06357715746854
26 June 2022,10083716,12553407,10726363,1.24491873829053,1.06373116815269
27 June 2022,10083716,12553686,10726915,1.24494640666199,1.06378590987687
28 June 2022,10083716,12554928,10727726,1.2450695755414,1.06386633657671
29 June 2022,10083716,12555972,10729522,1.24517310880235,1.06404444551989
30 June 2022,10083716,12557340,10730465,1.24530877307532,1.06413796263203
1 July 2022,10083716,12558751,10732683,1.24544870164927,1.06435792122666
2 July 2022,10083716,12559472,10734180,1.245520203068,1.06450637840257
3 July 2022,10083716,12559718,10734685,1.24554459883638,1.06455645914661
4 July 2022,10083716,12559910,10734988,1.2455636394361,1.06458650759303
5 July 2022,10083716,12560953,10735955,1.24566707352726,1.06468240478014
6 July 2022,10083716,12561895,10736966,1.24576049146961,1.06478266543802
7 July 2022,10083716,12567757,10736966,1.24634182477967,1.06478266543802
